"Marginalia","Siglum","Folio","Sequence","Incipit","Feast","Office","Genre","Position","Cantus ID","Mode","Finalis","Differentia","Full text (standardized)","Full text (MS spelling)","Volpiano","Indexing notes","Image link","Melody ID","CAO Concordances"
"","US-NYcub Plimpton 41","001r","1","Mox ut vocem domini praedicantis ","Andreae","V","R","","007182 _","3","E","","Mox ut vocem domini praedicantis audivit beatus Andreas relictis retibus quorum usu actuque vivebat aeternae vitae secutus est praemia largitorem","Mox ut vocem domini predicantis audivit beatus Andreas relictis retibus quorum usu actuque vivebat eternae vitae secutus est praemia largitorem","","","","",""
"","US-NYcub Plimpton 41","002r","1","Hic est qui pro amore ","Andreae","V","V","01 _","007182za _","3","E","","Hic est qui pro amore Christi pependit in cruce et pro lege eius sustinunt passionem","Hic est qui pro amore Christi pependit in cruce et pro lege eius sustinunt passionem","","","","",""
"","US-NYcub Plimpton 41","002v","1","Gloria patri et filio et ","Andreae","V","V","02 _","909000 _","3","E","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","002v","2","Exsultet*","Andreae","V","H","","008301 _","","","","Exsultet*","Exultet*","","","","",""
"","US-NYcub Plimpton 41","002v","3","Annuntiaverunt opera dei R. Et ","Andreae","V","W","1 _","007950 _","","","","Annuntiaverunt opera dei R. Et facta ejus intellexerunt","Annuntiaverunt opera dei R. Et facta eius intellexrunt","","","","",""
"","US-NYcub Plimpton 41","002v","4","Unus ex duobus*","Andreae","V","A","M _","005279 _","*","*","","Unus ex duobus*","Unus ex duobus*","","","","",""
"","US-NYcub Plimpton 41","002v","5","Salve crux pretiosa suscipe discipulum ","Andreae","D","A","1 _","004693 _","7","G","C1","Salve crux pretiosa suscipe discipulum ejus qui pependit in te magister meus Christus","Salve crux pretiosa suscipe discipulum eius qui pependit in te magister meus christus","","","","",""
"","US-NYcub Plimpton 41","003r","1","Beatus Andreas orabat dicens domine ","Andreae","D","A","2 _","001610 _","8","G","G1","Beatus Andreas orabat dicens domine rex aeternae gloriae suscipe me pendentem in patibulo","Beatus Andreas orabat dicens domine rex aeterne glorie suscipe me pendentem in patibulo","","","","",""
"","US-NYcub Plimpton 41","003v","1","Andreas Christi famulus dignus deo ","Andreae","D","A","3 _","001396 _","8","G","G1","Andreas Christi famulus dignus deo apostolus germanus Petri et in passione socius","Andreas Christi famulus dignus dei apostolus germanus Petri et in passione socius","","","","",""
"","US-NYcub Plimpton 41","004r","1","Qui persequebatur justum demersisti eum ","Andreae","D","A","4 _","004492 _","7","G","A1","Qui persequebatur justum demersisti eum domine in infernum et in ligno crucis dux justi fuisti","Qui persequebatur iustum demersisti eos domine in inferno et in ligno crucis dux iusti fuisti","","","","",""
"","US-NYcub Plimpton 41","004v","1","Unus ex duobus qui secuti ","Andreae","V","A","M _","005279 _","1","D ","F1","Unus ex duobus qui secuti sunt dominum erat Andreas frater Simonis Petri alleluia","Unus ex duobus qui secuti sunt dominum erat Andreas frater Symonis Petri alleluya","","","","",""
"","US-NYcub Plimpton 41","005r","1","Unus ex duobus*","Andreae","M","A","3. _","005279 _","*","","","Unus ex duobus*","Unus ex duobus*","","","","",""
"","US-NYcub Plimpton 41","005r","2","Concede nobis hominem justum redde ","Andreae","L","A","B _","001863 _","7","G","A1","Concede nobis hominem justum redde nobis hominem sanctum ne interficias hominem deo carum justum mansuetum et pium","Concede nobis hominem iustum redde nobis hominem sanctum ne interficias hominem deo carum iustum mansuetum et pium","","","","",""
"","US-NYcub Plimpton 41","006r","1","Salve crux*","Andreae","V2","A","p _","004693 _","*","","","Salve crux*","Salve crux*","","","","",""
"","US-NYcub Plimpton 41","006r","2","Cum pervenisset beatus Andreas ad ","Andreae","V2","A","M _","002024 _","1","D","F1","Cum pervenisset beatus Andreas ad locum ubi crux parata erat exclamavit et dixit o bona crux diu desiderata et jam concupiscenti animo praeparata securus et gaudens venio ad te ita ut et tu exsultans suscipias me discipulum ejus qui pependit in te","Cum pervenisset beatus Andreas ad locum ubi crux parata erat exclamavit et dixit o bona crux diu desiderata et jam concupiscenti animo preparata securus et gaudens venio ad te ita ut et tu exsultans suscipias me discipulum eius qui pependit in te","","","","",""
"","US-NYcub Plimpton 41","007r","1","Beatus nicolaus pontificatus infulis decoratus ","Nicolai","L","A","1 _","001652 _","2","D","G2","Beatus nicolaus pontificatus infulis decoratus talem se exhibuit ut ab omnibus amaretur","Beatus nicolaus pontificatus infulis decoratus talem se exhibuit ut ab omnibus amaretur","","","","",""
"","US-NYcub Plimpton 41","007v","1","Ecclesiae sanctae frequentans limina sacra ","Nicolai","L","A","2 _","002562 _","2","D","D1","Ecclesiae sanctae frequentans limina sacra pectori mandata condebat sagaciter","Ecclesie sancte frequentans limina sacra pectori mandata condebat sagaciter","","","","",""
"","US-NYcub Plimpton 41","008r","1","Infantia teneriori decursa corpus jejuniis ","Nicolai","L","A","3 _","003329 _","7","G","G1","Infantia teneriori decursa corpus jejuniis macerabat","Infantia teneriori decursa corpus ieiuniis macerabat","","","","",""
"","US-NYcub Plimpton 41","008v","1","Sancte N. confessor domini pretiose ","Nicolai","L","A","4 _","004717 _","4","E","E1","Sancte N. confessor domini pretiose adesto nostris precibus pius ac propitius","Sancte nicholae confessor domini pretiose adesto nostris precibus pius ac propitius","","","","",""
"","US-NYcub Plimpton 41","009r","1","Operibus sanctis Nicolao humiliter insistente ","Nicolai","V","R","","007324 _","2","D","","Operibus sanctis Nicolao humiliter insistente revelatione divina provectus est ad summum sacerdotii gradum","Operibus sanctis nicholaus humiliter insistente revelatione divina provectus est ad summum sacerdotii gradum","","","","",""
"","US-NYcub Plimpton 41","009v","1","Voce quippe de caelo lapsa ","Nicolai","V","V","01 _","007324a _","2","D","","Voce quippe de caelo lapsa quidam insinuat praesuli dignum episcopatu Nicolaum","Voce quippe de caelo lapsa quidam insinuat praesuli dignum episcopatu nicholaum","","","","",""
"","US-NYcub Plimpton 41","010r","1","Gloria patri et filio et ","Nicolai","V","V","02 _","909000 _","2","D","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","010v","1","Ecce sacerdos magnus R. Qui ","Nicolai","V","W","","008040 _","*","","","Ecce sacerdos magnus R. Qui in diebus suis placuit*","Ecce sacerdos magnus R. Qui in diebus suis placuit*","","","","",""
"","US-NYcub Plimpton 41","010v","2","O pastor aeterne o clemens ","Nicolai","V","A","M _","004051 _","1","D","G2a","O pastor aeterne o clemens et bone custos qui dum devoti gregis preces attenderes voce lapsa de caelo praesuli sanctissimo dignum episcopatu Nicolaum ostendisti tuum famulum","O pastor eterne o clemens et bone custos qui dum devoti gregis preces attenderes voce lapsa de caelo praesuli sanctissimo dignum episcopatu nicholaum tendisti tuum famulum","","","","",""
"","US-NYcub Plimpton 41","011v","1","Sint lumbi vestri praecincti et ","Nicolai","M","A","3. _","004967 _","3","E","A2","Sint lumbi vestri praecincti et lucernae ardentes in manibus vestris","Sint lumbi vestri precincti et lucerne ardentes in manibus vestris","","","","",""
"","US-NYcub Plimpton 41","012r","1","Justus germinabit sicut lilium R ","Nicolai","L","W","","008116 _","*","","","Justus germinabit sicut lilium R. Et florebit in aeternum ante dominum","Iustus germinabit sicut lilium R. Et florebit in eternum ante dominum","","","","",""
"","US-NYcub Plimpton 41","012r","2","O per omnia laudabilem virum ","Nicolai","L","A","B _","004052 _","8","G","G1","O per omnia laudabilem virum cujus meritis ab omni clade liberantur qui ex toto corde quaerunt illum","O per omnia laudabilem virum cuius meritis ab omni clade liberantur qui ex toto corde querunt illum","","","","",""
"","US-NYcub Plimpton 41","012v","2","O Christi pietas omni prosequenda ","Nicolai","V2","A","M _","004008 _","6","F","F1 a","O Christi pietas omni prosequenda laude qui sui famuli merita longe lateque declarat nam ex tumba ejus oleum manat cunctosque languidos sanat","O Christi pietas omni prosequenda laude qui sui famuli nicholai merita longe lateque declarat nam ex tumba eius oleum manat cunctosque languidos sanat","","","","",""
"","US-NYcub Plimpton 41","012v","3","Beatus Nicolaus*","Nicolai","V2","A","1 _","001652 _","*","","","Beatus Nicolaus*","Beatus Nicholaus*","","","","",""
"","US-NYcub Plimpton 41","013v","1","Conceptio gloriosae virginis Mariae ex ","Conceptio Mariae","V","A","1 _","003850.1 _","8","G","G1","Conceptio gloriosae virginis Mariae ex semine Abrahae orta de tribu Juda clara ex stirpe David","Conceptio gloriose virginis Marie ex semine habraae orte de tribu iuda clara ex stirpe David","","orte was originally spelled orta and a later hand changed the final a to an e","","",""
"","US-NYcub Plimpton 41","014r","1","Conceptio est hodie sanctae Mariae ","Conceptio Mariae","V","A","2 _","003849.1 _","7","G","C1","Conceptio est hodie sanctae Mariae virginis cujus vita inclyta cunctas illustrat ecclesias","Conceptio est hodie sancte Marie virginis cuius vita inclita cunctas illustrat ecclesias","","","","",""
"","US-NYcub Plimpton 41","014v","1","Regali ex progenie Maria exorta ","Conceptio Mariae","V","A","3 _","004591 _","6","F","F1 a","Regali ex progenie Maria exorta refulget cujus precibus nos adjuvari mente et spiritu devotissime poscimus","Regali ex progenie Maria exorta refulget cuius precibus nos adiuvari mente et spiritu devotissime poscimus","","","","",""
"","US-NYcub Plimpton 41","015r","1","Cum jucunditate conceptionem beatae Mariae ","Conceptio Mariae","V","A","4 _","002016.2 _","7","G","C1","Cum jucunditate conceptionem beatae Mariae celebremus ut ipsa pro nobis intercedat ad dominum Jesum Christum","Cum iucunditate conceptionem beate Marie celebremus ut ipsa pro nobis intercedat ad dominum Jesum Christum","","","","",""
"","US-NYcub Plimpton 41","016r","1","Beatissimae virginis Mariae conceptionem devotissime ","Conceptio Mariae","V","R","","006184.1 _","4","E","","Beatissimae virginis Mariae conceptionem devotissime celebremus ut ipsa pro nobis intercedat ad dominum Jesum Christum","Beatissime virginis Marie conceptionem devotissime celebremus ut ipsa pro nobis intercedat ad dominum ihesum christum","","","","",""
"","US-NYcub Plimpton 41","016v","1","Cum jucunditate conceptionem beatae Mariae ","Conceptio Mariae","V","V","01 _","006184b.1 _","1","D","","Cum jucunditate conceptionem beatae Mariae celebremus","Cum iucunditate conceptionem beate Marie devotissime celebremus","","","","",""
"","US-NYcub Plimpton 41","017r","1","Gloria patri et filio et ","Conceptio Mariae","V","V","02 _","909000 _","1","D","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","017v","1","Conceptio est hodie sanctae (...)","Conceptio Mariae","V","W","","800071 _","*","","","Conceptio est hodie sanctae (...)","Conceptio est hodie sancte marie virginis R. Cuius vita inclita cunctas illustrat ecclesias","","","","",""
"","US-NYcub Plimpton 41","017v","2","Beatissimae virginis Mariae conceptionem devotissime ","Conceptio Mariae","","A","","per2000 _","2","D","F1","Beatissimae virginis Mariae conceptionem devotissime celebremus ut ipsa pro nobis intercedat ad dominum Jesum Christum","Beatissime virginis Marie conceptionem devotissime celebremus ut ipsa pro nobis intercedat ad dominum iesum christum","","","","",""
"","US-NYcub Plimpton 41","018r","1","Hodie concepta est beata virgo ","Conceptio Mariae","M","A","3.  _","003108.1 _","8","G","G1","Hodie concepta est beata virgo Maria ex progenie David per quam salus mundi credentibus apparuit","Hodie concepta est beata virgo Maria ex progenie David per quam salus mundi credentibus apparuit","","","","",""
"","US-NYcub Plimpton 41","018v","1","Gaude Maria virgo R. Cunctas ","Purificatio Mariae","L","W","","008078 _","","","","Gaude Maria virgo R. Cunctas haereses sola interemisti in universo mundo","Gaude Maria virgo R. Cunctas hereses sola interemisti in universo mundo","","","","",""
"","US-NYcub Plimpton 41","019r","1","Conceptionem hodiernam perpetuae virginis genetricis ","Conceptio Mariae","L","A","B _","003853.1 _","7","G","G1","Conceptionem hodiernam perpetuae virginis genetricis dei Mariae sollemniter celebremus qua celsitudo throni processit alleluia","Conceptionem hodiernam perpetue virginis genetricis dei Marie sollemniter celebremus qua celsitudo throni processit allelulia","","","","",""
"","US-NYcub Plimpton 41","019v","1","Conceptio gloriosae virginis*","Conceptio Mariae","V2","A","p _","003850.1 _","","","","Conceptio gloriosae virginis*","Conceptio gloriose virginis*","","","","",""
"","US-NYcub Plimpton 41","019v","2","Ave Maria R. Conceptio est","Conceptio Mariae","V2","W","","","","","","Ave Maria R. Conceptio est","Ave Maria R. Conceptio est","","","","",""
"","US-NYcub Plimpton 41","019v","3","Conceptio tua dei genetrix virgo ","Conceptio Mariae","V2","A","M _","003852.1 _","1","D","F1","Conceptio tua dei genetrix virgo gaudium annuntiavit universo mundo ex te enim ortus est sol justitiae Christus deus noster qui solvens maledictionem dedit benedictionem et confundens mortem donavit nobis vitam sempiternam","Conceptio tua dei genetrix virgo gaudium annuntiavit universo mundo ex te enim ortus est sol iustitie Christus deus noster qui solvens maledictionem dedit benedictionem et confundens mortem donavit nobis vitam sempiternam","","","","",""
"","US-NYcub Plimpton 41","020v","1","Rogavi dominum meum Jesum Christum ","Luciae","V","R","1 _","007550 _","3","E","","Rogavi dominum meum Jesum Christum ut ignis iste non dominetur mihi et impetravi a domino inducias martyrii mei","Rogavi dominum meum Hiesum Christum ut ignis iste non dominetur michi et inpetravi a domino indutias martirii mei","","","","",""
"","US-NYcub Plimpton 41","021v","1","Ut credentibus timorem tollerem passionis ","Luciae","V","V","01 _","007550b _","3","E","","Ut credentibus timorem tollerem passionis et non credentibus vocem insultationis auferrem","Ut credentibus timorem tollerem passionis et non credentibus vocem insultationis auferrem","","","","",""
"","US-NYcub Plimpton 41","022r","1","Gloria patri et filio et ","Luciae","V","V","02 _","909000 _","3","E","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","022r","2","Elegit eam deus et praeelegit ","Luciae","V","W","","008046.1 _","","","","Elegit eam deus et praeelegit eam R. In tabernaculo","Elegit eam deus et preelegit eam R. In tabernaculo","","","","",""
"","US-NYcub Plimpton 41","022v","1","In tua patientia possedisti animam ","Luciae","V","A","M _","003301 _","1","D","G2a","In tua patientia possedisti animam tuam Lucia sponsa Christi odisti quae in mundo sunt et coruscas cum angelis sanguine proprio inimicum vicisti","In tua patientia possedisti animam tuam Lucia sponsa Christi odisti que in mundo sunt et coruscas cum angelis sanguine proprio inimicum vicisti","","","","",""
"","US-NYcub Plimpton 41","023r","1","Tanto pondere eam fixit spiritus ","Luciae","L","A","1 _","005110 _","7","G","C1","Tanto pondere eam fixit spiritus sanctus ut virgo domini immobilis permaneret","Tanto pondere eam fixit spiritus sanctus ut virgo domini immobilis permaneret","","","","",""
"","US-NYcub Plimpton 41","023v","1","Orante sancta Lucia apparuit ei ","Luciae","L","A","2 _","004178 _","7","G","A1","Orante sancta Lucia apparuit ei beata Agatha consolabatur ancillam Christi","Orante sancta Lucia apparuit ei beata Agatha consolabatur ancillam Christi","","","","",""
"","US-NYcub Plimpton 41","024r","1","Lucia virgo quid a me ","Luciae","L","A","3 _","003639 _","7","G","A1","Lucia virgo quid a me petis quod ipsa poteris praestare continuo matri tuae","Lucia virgo quid a me petis quod ipsa poteris prestare continuo matri tue","","","","",""
"","US-NYcub Plimpton 41","024v","1","Soror mea Lucia virgo deo ","Luciae","L","A","4 _","004984 _","8","G","G1","Soror mea Lucia virgo deo devota quid a me petis quod ipsa poteris praestare continuo matri tuae","Soror mea Lucia virgo deo devota quid a me petis quod ipsa poteris prestare continuo matri tue","","","","",""
"","US-NYcub Plimpton 41","025r","1","Per te Lucia virgo civitas ","Luciae","L","A","5 _","004267 _","7","G","G1","Per te Lucia virgo civitas Syracusana decorabitur a domino Jesu Christo","Per te Lucia virgo civitas Siracusana decorabitur a domino Hiesu Christo","","","","",""
"","US-NYcub Plimpton 41","025v","1","Columna es immobilis Lucia sponsa ","Luciae","L","A","B _","001855 _","1","D","D2","Columna es immobilis Lucia sponsa Christi quia omnis plebs te exspectat ut accipias coronam vitae alleluia","Columpna es immobilis Lucia sponsa Christi quia omnis plebs te expectat ut accipias coronam vite alleluia","","","","",""
"","US-NYcub Plimpton 41","026r","1","Orante sancta Lucia*","Luciae","V2","A","p _","004178 _","","","","Orante sancta Lucia*","Orante sancta Lucia*","","","","",""
"","US-NYcub Plimpton 41","026r","2","Ego rogavi dominum meum Jesum ","Luciae","V2","A","M _","002585 _","7","G","A1","Ego rogavi dominum meum Jesum Christum ut ignis iste non dominetur mihi ut credentibus in domino timorem tollerem passionis","Ego rogavi dominum meum Hiesum Christum ut ignis iste non dominetur michi ut credentibus in domino timorem tollerem passionis","","","","",""
"","US-NYcub Plimpton 41","027r","1","Nolite timere quinta enim die ","Thomae Apost.","L","A","p _","003898 _","8","G","G1","Nolite timere quinta enim die veniet ad vos dominus vester","Nolite timere quinta enim die veniet ad vos dominus vester","","","","",""
"","US-NYcub Plimpton 41","027v","1","Quia vidisti me Thoma credidisti ","Thomae Apost.","V2","A","","004513 _","8","G","G1","Quia vidisti me Thoma credidisti beati qui non viderunt et crediderunt alleluia","Quia vidisti me Thoma credidisti beati qui non viderunt et crediderunt alleluia","","","","",""
"","US-NYcub Plimpton 41","028r","1","Dextram meam et collum meum ","Agnetis","V","R","1 _","006436 _","5","F","","Dextram meam et collum meum cinxit lapidibus pretiosis tradidit auribus meis inaestimabiles margaritas et circumdedit me vernantibus atque coruscantibus gemmis","Dextram meam et collum meum cincxit lapidibus pretiosis tradidit auribus meis inextimabiles margaritas et circumdedit me vernantibus atque coruscantibus gemmis","","","","",""
"","US-NYcub Plimpton 41","029r","1","Posuit signum in faciem meam ","Agnetis","V","V","01 _","006436b _","5","F","","Posuit signum in faciem meam ut nullum praeter eum amatorem admittam","Posuit signum in faciem meam ut nullum preter eum amatorem admittam","","","","",""
"","US-NYcub Plimpton 41","029r","2","Gloria patri et filio et ","Agnetis","V","V","02 _","909000 _","5","F","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","029v","1","Jesu corona virginum*","Agnetis","V","H","1 _","008330 _","","","","Jesu corona virginum*","Jesu corona virginum*","","","","",""
"","US-NYcub Plimpton 41","029v","2","Elegit eam deus*","Agnetis","V","W","","008046 _","","","","Elegit eam deus*","Elegit eam deus*","","","","",""
"","US-NYcub Plimpton 41","029v","3","Christi virgo nec terrore concutitur ","Agnetis","V","A","M _","001787 _","1","D","G2a","Christi virgo nec terrore concutitur nec blandimento seducitur","Christi virgo nec terrore concutitur nec blandimento seducitur","","","","",""
"","US-NYcub Plimpton 41","030r","1","Induit me dominus vestimento salutis ","Agnetis","M","A","3. _","a00840 _","8","G","G1","Induit me dominus vestimento salutis et indumento laetitiae circumdedit me","Induit me dominus vestimento salutis et indumento leticie circumdedit me","","","","",""
"","US-NYcub Plimpton 41","030v","1","Adjuvabit eam deus vultu suo ","Agnetis","M","W","3. _","007934 _","","","","Adjuvabit eam deus vultu suo R. Deus in medio ejus ","Adiuvabit eam deus vultu suo R. Deus in medio ejus ","","","","",""
"","US-NYcub Plimpton 41","030v","2","Ingressa Agnes turpitudinis locum angelum ","Agnetis","L","A","1 _","003337 _","7","G","C1","Ingressa Agnes turpitudinis locum angelum domini praeparatum invenit","Ingressa Agnes turpitudinis locum angelum domini preparatum invenit","","","","",""
"","US-NYcub Plimpton 41","030v","3","Mecum enim habeo custodem corporis ","Agnetis","L","A","2 _","003729 _","7","G","C1","Mecum enim habeo custodem corporis mei angelum domini","Mecum enim habeo custodem corporis mei angelum domini","","","","",""
"","US-NYcub Plimpton 41","031r","1","Annulo suo subarrhavit me dominus ","Agnetis","L","A","3 _","001426 _","7","G","C1","Annulo suo subarrhavit me dominus meus Jesus Christus et tamquam sponsam decoravit me corona","Annulo suo subarrhavit me dominus meus Iesus Christus et tanquam sponsam decoravit me corona","","","","",""
"","US-NYcub Plimpton 41","031v","1","Congaudete mecum et congratulamini quia ","Agnetis","L","A","4 _","001886 _","8","G","G1","Congaudete mecum et congratulamini quia cum his omnibus lucidas sedes accepi","Congaudete mecum et congratulamini quia cum his omnibus lucidas sedes accepi","","","","",""
"","US-NYcub Plimpton 41","032r","1","Ecce quod cupivi jam video ","Agnetis","L","A","B _","002539 _","4","E","E1b","Ecce quod cupivi jam video quod speravi jam teneo illi sum juncta in caelis quem in terris posita tota devotione dilexi","Ecce quod concupivi iam video quod speravi iam teneo illi sum iuncta in celis quem in terris posita tota devotione dilexi","","","","",""
"","US-NYcub Plimpton 41","032v","2","Stans beata Agnes in medio ","Agnetis","V2","A","M _","005017 _","1","D","D2","Stans beata Agnes in medio flammae expansis manibus orabat ad dominum omnipotens adorande colende tremende benedico te et glorifico nomen tuum in aeternum","Stans beata Agnes in medio flamme expansis manibus orabat ad dominum omnipotens adorande colende tremende benedico te et glorifico nomen tuum in eternum","","","","",""
"","US-NYcub Plimpton 41","033v","1","Ego plantavi Apollo rigavit deus ","Conversio Pauli","V","A","1 _","002580 _","8","G","G1","Ego plantavi Apollo rigavit deus autem incrementum dedit alleluia","Ego plantavi Apollo rigavit deus autem incrementum dedit alleluia","","","","",""
"","US-NYcub Plimpton 41","034r","1","Libenter gloriabor in infirmitatibus meis ","Conversio Pauli","V","A","2 _","003614 _","8","G","G1","Libenter gloriabor in infirmitatibus meis ut inhabitet in me virtus Christi","Libenter gloriabor in infirmitatibus meis ut inhabitet in me virtus Christi","","","","",""
"","US-NYcub Plimpton 41","034v","1","Gratia dei in me vacua ","Conversio Pauli","V","A","3 _","002968 _","4","E","E2a","Gratia dei in me vacua non fuit sed gratia ejus semper in me manet","Gratia dei in me vacua non fuit set gratia eius semper in me manet","","","","",""
"","US-NYcub Plimpton 41","035r","1","Damasci praepositus gentis Aretae regis ","Conversio Pauli","V","A","4 _","002096 _","8","G","G1","Damasci praepositus gentis Aretae regis voluit me comprehendere a fratribus per murum submissus sum in sporta et sic evasi manus ejus in nomine domini","Damasci prepositus gentis Arethe regis voluit me comprehendere a fratribus per murum submissus sum in sporta et sic evasi manus eius in nomine domini","","","","",""
"","US-NYcub Plimpton 41","035v","1","Sancte Paule apostole praedicator veritatis ","Conversio Pauli","V","A","5 _","004720 _","8","G","G1","Sancte Paule apostole praedicator veritatis et doctor gentium intercede pro nobis ad deum qui te elegit","Sancte Paule apostole predicator veritatis et doctor gentium intercede pro nobis ad deum qui te elegit","","","","",""
"","US-NYcub Plimpton 41","036r","1","Ibat igitur Saulus furia invectus ","Conversio Pauli","V","R","1 _","006875 _","7","G","","Ibat igitur Saulus furia invectus dirumque toto pectore virus efflabat et sanctorum sanguine sine intermissione sitiebat","Ibat igitur Saulus furia invectus dirumque toto pectore virus efflabat et sanctorum sanguine sine intermissione siciebat","","","","",""
"","US-NYcub Plimpton 41","037r","1","Per totam Judaem insania ferebatur ","Conversio Pauli","V","V","01 _","006875a _","7","G","","Per totam Judaem insania ferebatur ut Christi membra laniaret in terris","Per totam Iudaem insania ferebatur ut Christi membra laniaret in terris","","","","",""
"","US-NYcub Plimpton 41","037v","1","Gloria patri et filio et ","Conversio Pauli","V","V","02 _","909000 _","7","G","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","037v","2","Doctor egregie*","Conversio Pauli","V","H","1 _","008268c _","","","","Doctor egregie*","Doctor egregie*","","","","",""
"","US-NYcub Plimpton 41","037v","3","Tu es vas electionis sancte ","Conversio Pauli","V","W","","800443 _","","","","Tu es vas electionis sancte Paule apostole R. Praedicator veritatis in universo mundo","Tu es vas electionis sancte Paule apostole R. Praedicator veritatis in universo mundo","","","","",""
"","US-NYcub Plimpton 41","038r","1","Vade Anania et quaere Saulum ","Conversio Pauli","V","A","M _","005300 _","7","G","A1","Vade Anania et quaere Saulum ecce enim orat quia vas electionis est mihi ut portet nomen meum coram gentibus et regibus et filiis Israel","Vade Anania et quere Saulum ecce enim orat quia vas electionis est michi ut portet nomen meum coram gentibus et regibus et filiis Israel","","","","",""
"","US-NYcub Plimpton 41","038v","1","Tu es pastor ovium princeps ","Petri","V","A","R _","005207 _","1","D","F1","Tu es pastor ovium princeps apostolorum tibi traditae sunt claves regni caelorum","Tu es pastor ovium princeps apostolorum tibi tradite sunt claves regni celorum","","","","",""
"","US-NYcub Plimpton 41","039r","1","Tu es Petrus*","Petri","V","AV","01 _","008227 _","1","","F1","Tu es Petrus*","Tu es Petrus*","","","","",""
"","US-NYcub Plimpton 41","039r","2","A Christo de caelo vocatus ","Conversio Pauli","L","A","p _","001188 _","8","G","G1","A Christo de caelo vocatus et in terram prostratus ex persecutore effectus est vas electionis","A Christo de celo vocatus et in terram prostratus ex persecutore effectus est vas electionis","","","","",""
"","US-NYcub Plimpton 41","039v","1","Prostratus est saevissimus persecutor et ","Conversio Pauli","L","AV","01 _","001188b _","8","G","","Prostratus est saevissimus persecutor et erectus est fidelissimus praedicator","Prostratus est sevissimus persecutor et erectus est fidelissimus predicator","","","","",""
"","US-NYcub Plimpton 41","040r","1","Celebremus conversionem sancti Pauli apostoli ","Conversio Pauli","L","A","B _","001777 _","2","D","D3","Celebremus conversionem sancti Pauli apostoli quia hodie ex persecutore effectus est vas electionis ideo gaudent angeli atque laetantur archangeli et collaudant in caelis filium dei","Celebremus conversionem sancti Pauli apostoli quia hodie ex persecutore effectus est vas electionis ideo gaudent angeli atque letantur archangeli et collaudant in celis filium dei","","","","",""
"","US-NYcub Plimpton 41","040v","1","Deus praeordinavit ut videret justum ","Conversio Pauli","L","AV","01 _","001777a _","2","D","","Deus praeordinavit ut videret justum et esset illi testis ad omnes gentes","Deus preordinavit ut videret iustum et esset illi testis ad omnes gentes","","","","",""
"","US-NYcub Plimpton 41","041r","1","Ego plantavi*","Conversio Pauli","V2","A","p _","002580 _","","","","Ego plantavi*","Ego plantavi*","","","","",""
"","US-NYcub Plimpton 41","041r","2","In omnem*","Conversio Pauli","V2","R","1 _","","","","","In omnem*","In omnem*","","","","",""
"","US-NYcub Plimpton 41","041r","3","Tu es vas*","Conversio Pauli","V2","V","","","","","","Tu es vas*","Tu es vas*","","","","",""
"","US-NYcub Plimpton 41","041r","4","Doctor*","Conversio Pauli","V2","H","1 _","008268c _","","","","Doctor*","Doctor*","","","","",""
"","US-NYcub Plimpton 41","041r","5","Cum autem complacuit ei qui ","Conversio Pauli","V2","A","M _","001984 _","7","G","","Cum autem complacuit ei qui me segregavit ex utero matris meae et vocavit per gratiam suam ut revelaret in me filium suum in gentibus continuo non acquievi carni et sanguini nec alibi ad antecessores meos apostolos","Cum autem conplacuit ei qui me segregavit ex utero matris mee et vocavit per gratiam suam ut revelaret in me filium suum in gentibus continuo non acquievi carni et sanguini nec abii ad antecessores meos apostolos","","","","",""
"","US-NYcub Plimpton 41","042r","1","Audistis enim conversationem meam aliquando ","Conversio Pauli","V2","AV","01 _","001984a _","7","","B1?","Audistis enim conversationem meam aliquando in Judaismo quoniam supra modum persequebar ecclesiam dei et expugnabam illam","Audistis enim conversionem meam aliquando in Iudaismo quoniam supra modum persequebar ecclesiam dei et expugnabam illam","","","","",""
"","US-NYcub Plimpton 41","042v","1","Stans a dextris ejus agnus ","Octava Agnetis","R","A","p _","005019 _","1","D","A3","Stans a dextris ejus agnus nive candidior Christus sibi sponsam et martyrem consecravit","Stans a dextris eius agnus nive candidior Christus sibi sponsam et martirem consecravit","","","","",""
"","US-NYcub Plimpton 41","043r","1","Qui me confessus fuerit coram ","Constantii","L","A","p _","004479 _","1","D","G2a","Qui me confessus fuerit coram hominibus confitebor et ego eum coram patre meo","Qui me confessus fuerit coram hominibus confitebor et ego eum coram patre meo","","","","",""
"","US-NYcub Plimpton 41","043v","1","Qui sequitur me non ambulat ","Constantii","V","A","2 _","004496 _","3","E","G3","Qui sequitur me non ambulat in tenebris sed habebit lumen vitae dicit dominus","Qui sequitur me non ambulat in tenebris set habebit lumen vite dicit dominus","","","","",""
